Gender,Age,Dependents,Employment_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Outstanding_Debt,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_History,Bank_Account_History,Transaction_Frequency,Co-Applicant,Default_Risk,Loan_Approval_Status
Female,39,3,Employed,108497,1692,764,1,29101,20164,99,Personal,8.8,0,6,26,No,0.2,1
Male,40,0,Employed,72232,1598,837,1,12459,21050,183,Home,12.7,0,7,5,No,0.42,1
Male,28,1,Unemployed,66167,3659,829,1,4699,20000,22,Vehicle,6.6,0,0,19,Yes,0.22,1
Male,48,3,Employed,114258,4594,815,2,7020,25196,96,Education,5.86,0,6,27,Yes,0.61,1
Female,32,1,Employed,52030,1622,792,0,16486,20000,204,Education,14.85,0,3,14,No,0.09,1
Female,40,3,Unemployed,54752,4993,438,2,9459,9100,98,Vehicle,7.55,0,8,23,Yes,0.27,0
Male,41,2,Self-Employed,99466,3091,819,1,18180,25485,146,Personal,14.53,0,5,19,Yes,0.98,1
Male,52,2,Unemployed,49619,2836,451,0,16498,12266,19,Personal,13.2,0,6,18,No,0.58,1
Male,48,1,Unemployed,65377,747,823,0,10416,20000,64,Home,6.64,0,2,28,No,0.61,1
Male,27,2,Employed,52342,1076,765,0,17106,20000,162,Education,11.33,1,0,15,Yes,0.56,0
Male,32,0,Self-Employed,33167,2551,456,1,9007,7657,147,Personal,7.22,1,5,19,No,0.11,0
Male,39,0,Self-Employed,53162,3294,777,0,28330,20000,59,Home,7.04,1,2,26,Yes,0.04,1
Male,44,1,Self-Employed,65830,2006,471,1,4282,20096,114,Personal,10.43,1,5,23,Yes,0.76,0
Male,32,0,Employed,75690,4010,807,0,25070,22378,111,Personal,4.65,0,8,24,No,0.45,1
Female,45,0,Employed,89999,1727,731,2,18277,21274,137,Home,9.17,0,5,27,Yes,0.31,1
Male,32,1,Employed,48754,1594,522,1,17449,14391,175,Home,8.08,0,7,9,No,0.8,1
Male,25,3,Self-Employed,62620,2683,412,1,28062,9366,238,Vehicle,12.39,0,1,5,Yes,0.77,1
Female,43,0,Self-Employed,141324,2525,843,0,28035,39034,178,Education,4.88,0,7,20,Yes,0.03,1
Female,28,2,Employed,88490,3895,836,0,6221,24326,158,Vehicle,8.92,1,5,10,Yes,0.28,1
Female,18,1,Employed,61486,4708,539,1,25609,5801,116,Education,11.57,0,3,7,Yes,0.42,0
Female,42,0,Unemployed,58091,4730,381,0,18360,20996,189,Education,3.97,0,1,17,No,0.08,0
Female,27,2,Unemployed,68607,2473,810,2,18252,20385,68,Home,9.58,0,0,23,Yes,0.29,0
Male,25,3,Unemployed,40271,1753,518,0,14801,7799,39,Vehicle,11.48,0,3,9,Yes,0.88,0
Male,41,1,Self-Employed,143023,2525,743,1,7941,41684,131,Home,13.63,0,2,24,Yes,0.47,1
Female,41,3,Self-Employed,79855,2242,709,1,409,22639,115,Vehicle,14.23,0,0,19,No,0.49,1
Female,30,1,Unemployed,62491,3454,741,1,21781,20000,110,Personal,10.17,0,8,14,Yes,0.63,1
Male,35,3,Self-Employed,130234,907,733,0,24632,36101,143,Vehicle,6.25,0,6,23,No,0.38,1
Female,23,3,Unemployed,51590,3816,579,0,16967,15701,111,Home,11.34,1,9,20,No,0.24,0
Male,47,3,Self-Employed,100396,847,792,2,25504,28816,133,Personal,6.25,0,2,14,No,0.36,1
Female,18,2,Self-Employed,42359,4856,385,1,29403,7938,102,Home,13.79,0,5,15,Yes,0.16,0
Male,27,2,Employed,67827,4594,740,0,5143,20305,126,Personal,6.2,0,3,9,Yes,0.69,1
Female,69,0,Employed,40133,2744,438,1,27513,10810,127,Education,7.99,1,1,17,Yes,0.27,0
Female,26,0,Employed,46503,1934,333,1,7611,10215,205,Education,8.83,0,7,12,No,0.77,0
Female,39,0,Employed,63147,2363,761,1,13665,20000,193,Home,6.34,0,9,17,No,0.46,0
Female,32,0,Employed,72428,3530,837,2,18651,20405,114,Vehicle,14.22,0,3,16,Yes,0.58,1
Female,44,1,Employed,73808,2088,839,1,25058,20824,33,Vehicle,11.8,0,0,6,No,0.6,1
Male,33,2,Self-Employed,47014,2469,398,2,4855,10969,18,Personal,9.56,0,7,12,Yes,0.06,1
Female,27,3,Employed,40034,1760,501,0,25555,14660,138,Home,7.78,0,7,10,Yes,0.99,0
Female,38,1,Self-Employed,127872,2883,715,1,1265,27782,219,Personal,6.36,1,1,13,Yes,0.23,1
Male,33,0,Employed,32962,3227,343,0,21071,7301,223,Personal,9.32,0,9,20,No,0.01,1
Female,39,2,Employed,100252,3401,799,2,5294,29624,145,Education,8.68,0,8,26,Yes,0.23,1
Female,33,2,Self-Employed,112059,2213,741,0,12153,32908,104,Home,7.88,0,2,19,Yes,0.08,1
Male,43,2,Employed,62313,2956,415,2,5805,7385,21,Home,12.43,0,7,28,No,0.93,1
Male,34,1,Employed,88943,2200,763,0,28660,21824,209,Home,12.73,0,7,19,No,0.42,1
Female,57,0,Self-Employed,60511,4517,497,2,6425,10505,107,Personal,5.42,0,5,10,Yes,0.76,0
Female,36,2,Unemployed,92272,1831,843,1,3227,22749,211,Home,12.93,0,7,8,Yes,0.12,1
Female,29,2,Self-Employed,128356,4314,773,2,10121,37391,206,Home,14.79,0,5,7,No,0.06,1
Female,38,2,Unemployed,79054,3221,700,2,6119,20216,211,Education,7.53,0,7,19,Yes,0.26,0
Male,49,1,Unemployed,97575,837,727,2,729,29256,208,Personal,7.47,0,6,25,No,0.13,1
Male,47,0,Employed,22244,3448,363,0,16058,6892,100,Home,10.13,0,9,5,No,0.71,1
Male,45,0,Self-Employed,125601,1455,844,1,4280,21975,234,Vehicle,9.2,0,7,26,Yes,0.74,1
Female,27,3,Employed,125351,3559,726,2,13794,27760,157,Home,14.58,0,2,18,No,0.72,1
Male,39,3,Self-Employed,135853,544,741,1,15872,30172,101,Education,10.34,0,1,16,No,0.4,1
Female,30,2,Self-Employed,99425,637,767,0,27286,23789,233,Vehicle,9.33,0,8,28,Yes,0.13,1
Male,68,0,Employed,30910,1006,477,0,318,11422,233,Home,13.16,1,1,13,No,0.77,0
Female,42,2,Employed,74225,1792,709,0,4371,21380,198,Home,11.46,0,6,28,No,0.16,1
Male,31,1,Self-Employed,54247,1905,726,0,29087,20000,27,Personal,7.66,0,9,14,Yes,0.85,1
Male,20,0,Unemployed,32227,2457,483,0,23253,10806,133,Personal,4.91,0,9,16,Yes,0.37,0
Male,29,0,Self-Employed,122813,4201,721,0,27313,24908,50,Vehicle,14.25,0,9,9,Yes,0.5,1
Male,42,3,Unemployed,56946,3545,425,1,29959,10967,14,Personal,10.1,1,2,7,No,0.15,0
Male,40,2,Employed,129074,3514,743,2,3958,24862,47,Home,4.56,0,0,16,No,0.37,1
Female,39,0,Employed,102493,4286,713,0,3121,27286,23,Personal,4.1,0,6,9,Yes,0.97,1
Male,37,3,Self-Employed,20045,1370,572,0,13165,7821,57,Home,8.63,1,9,8,No,0.98,0
Male,58,0,Unemployed,28305,2173,408,0,17022,5046,72,Home,4.79,0,2,19,No,0.62,0
Male,46,1,Unemployed,138652,4750,705,2,9341,27892,202,Vehicle,8.11,0,9,16,No,0.79,1
Female,27,3,Self-Employed,52187,4695,840,1,1633,20000,229,Home,4.83,0,2,17,Yes,0.38,1
Female,36,2,Unemployed,111913,2081,705,1,14710,33225,68,Home,5.74,0,9,9,Yes,0.68,1
Female,25,0,Employed,97606,4363,780,1,21297,28956,187,Personal,5.7,0,2,23,Yes,0.59,1
Male,41,0,Unemployed,56629,4061,303,2,1661,13269,212,Vehicle,8.82,0,5,18,No,0.62,0
Male,44,2,Employed,149224,643,843,1,24159,31148,235,Personal,9.17,0,0,15,No,0.88,1
Male,30,3,Unemployed,59588,2749,781,0,28305,20000,45,Home,9.97,0,9,10,Yes,0.61,0
Male,51,3,Employed,52635,3274,400,2,15896,20071,152,Personal,5.4,0,5,18,Yes,0.06,0
Female,37,1,Self-Employed,58350,1126,847,2,3733,20000,152,Vehicle,5.11,0,1,27,No,0.44,1
Female,44,2,Unemployed,111964,4617,805,2,24969,22428,197,Vehicle,3.86,1,6,13,No,0.9,1
Male,25,1,Employed,27139,1024,401,1,19188,8939,110,Vehicle,5.08,0,3,8,No,0.39,0
Male,67,3,Unemployed,56506,2683,560,2,4155,18880,202,Education,4.64,1,4,21,Yes,0.53,1
Male,46,0,Employed,146522,1202,840,1,21185,34979,189,Vehicle,10.25,0,3,10,No,0.08,0
Male,40,0,Employed,51794,4520,802,0,4852,20000,38,Home,4.34,0,9,25,No,0.81,1
Male,26,2,Self-Employed,113389,679,814,1,12112,29157,190,Home,9.2,0,8,17,No,0.75,1
Male,48,1,Employed,78201,2196,724,1,13730,21831,181,Home,8.73,0,6,23,Yes,0.89,0
Male,40,2,Unemployed,106464,3153,787,2,17494,20939,105,Home,5.39,0,3,16,Yes,0.29,1
Female,47,2,Employed,31588,2432,586,1,27279,9284,135,Home,8.03,0,5,21,No,0.11,0
Male,52,0,Self-Employed,21900,4572,470,0,1174,7856,17,Education,11.01,0,0,17,No,0.42,1
Male,33,0,Employed,25778,3720,470,2,27155,9278,158,Vehicle,7.76,1,9,10,Yes,0.29,0
Male,40,2,Employed,53186,1061,735,1,13459,20000,164,Education,7.7,0,3,6,Yes,0.19,1
Female,26,3,Employed,66673,989,493,0,6684,24442,140,Home,12.02,0,1,15,No,0.2,0
Female,46,0,Unemployed,144630,4502,746,0,6908,40303,184,Vehicle,10.58,0,4,12,Yes,0.13,1
Male,43,3,Self-Employed,123748,2141,810,0,26716,36749,64,Vehicle,6.33,0,0,23,No,0.21,1
Male,35,3,Employed,98495,2142,738,1,18987,21731,181,Education,6.36,0,4,29,No,0.55,1
Female,26,2,Unemployed,85432,1631,809,0,9490,24628,154,Home,7.34,0,7,16,Yes,0.35,1
Female,33,0,Employed,63246,2837,590,2,26983,22991,17,Personal,11.43,0,3,24,Yes,0.26,0
Female,48,3,Self-Employed,107597,1120,746,2,14813,28653,54,Home,7.69,1,9,21,Yes,0.03,1
Female,40,2,Employed,121549,4094,707,0,7294,32220,150,Personal,11,0,4,9,Yes,0.14,1
Female,32,1,Self-Employed,31131,4396,385,2,28544,6010,237,Vehicle,8.57,0,7,19,No,0.62,0
Female,44,1,Employed,143762,1622,835,1,8449,29965,216,Vehicle,6.87,0,2,25,Yes,0.04,1
Male,24,0,Employed,51687,607,540,2,19186,5289,75,Home,11.58,0,3,26,No,0.17,0
Female,36,3,Employed,103187,3955,716,0,9209,29926,193,Home,4.43,0,1,28,Yes,0.92,1
Male,39,0,Self-Employed,89771,2866,836,1,26434,25002,122,Education,6.23,0,6,19,Yes,0.1,0
Male,19,3,Employed,23691,1537,592,0,16706,7951,134,Home,10.41,0,7,29,Yes,0.73,1
Male,31,1,Employed,118002,4946,787,1,13648,21948,141,Education,12.35,0,9,16,No,0.31,0
Female,44,2,Unemployed,61963,3645,775,1,14165,20000,50,Education,10.55,0,0,9,No,0.36,1
Male,46,2,Self-Employed,51677,4605,793,0,3231,20000,16,Vehicle,10.1,0,5,11,Yes,0.82,1
Female,48,0,Self-Employed,66867,1334,750,2,10513,20021,36,Education,5.13,0,4,5,No,0.87,1
Male,49,0,Unemployed,124110,4049,759,0,5059,25194,82,Education,5.45,0,7,5,Yes,0.41,1
Female,36,1,Employed,74831,3384,845,2,21863,21830,20,Home,5.14,0,7,13,Yes,0.28,1
Female,44,2,Self-Employed,50737,2628,813,2,13278,20000,49,Personal,11.81,0,1,27,No,0.96,0
Female,68,2,Employed,31830,4095,506,0,18337,8628,42,Home,5.83,0,7,22,Yes,0.53,0
Female,38,3,Employed,53765,2729,846,1,23059,20000,196,Home,8.84,1,0,21,No,0.94,1
Female,26,3,Unemployed,72050,4038,790,0,362,20949,131,Home,14.9,0,1,10,Yes,0.36,1
Female,38,2,Self-Employed,73379,3394,770,2,15417,21513,156,Home,8.84,0,6,21,Yes,0.53,1
Male,37,1,Employed,30432,3141,404,2,5699,8975,65,Personal,10.15,0,8,29,No,0.55,0
Male,31,1,Self-Employed,45778,1414,481,0,18730,8951,19,Home,9.3,0,8,21,No,0.32,0
Female,35,3,Employed,20850,4333,563,0,24078,7777,194,Personal,14.76,1,6,15,Yes,0.12,0
Male,52,3,Unemployed,60086,4188,409,0,16088,13145,236,Vehicle,4.36,0,6,27,No,0.65,0
Female,41,2,Self-Employed,88528,807,798,1,6672,21216,110,Education,4.22,1,3,27,Yes,0.69,1
Male,40,0,Self-Employed,145378,3170,730,0,1009,35581,131,Personal,5.81,0,7,5,Yes,0.57,1
Female,37,1,Self-Employed,119269,2431,715,2,16273,33783,31,Personal,14.59,0,4,26,Yes,0.63,0
Male,47,3,Unemployed,142013,1345,701,1,12424,27778,33,Home,13.42,1,9,10,No,0.35,1
Male,46,1,Self-Employed,102278,2521,784,1,7481,30304,186,Education,13.82,0,9,26,Yes,0.76,1
Female,41,1,Unemployed,61882,3611,751,2,22483,20000,94,Education,11.7,0,9,15,Yes,0.46,1
Female,48,0,Employed,51150,2318,566,2,17225,14873,200,Home,8.67,0,7,26,Yes,0.92,0
Female,46,3,Employed,58000,4514,300,1,19264,8241,234,Education,5.28,0,1,27,No,0.93,0
Female,49,2,Self-Employed,134084,3226,792,0,1087,22685,32,Education,13.21,0,9,26,No,0.62,1
Male,49,0,Employed,65844,2952,533,0,20034,22037,25,Education,7.08,0,1,5,Yes,0.21,0
Female,30,3,Employed,70313,2074,733,2,20691,20729,108,Home,14.68,1,0,20,Yes,0.62,1
Female,29,2,Employed,115162,634,839,2,26875,26356,125,Home,14.24,0,9,26,Yes,0.81,1
Male,41,1,Employed,90637,4188,751,0,29550,25075,32,Vehicle,4.03,0,5,29,Yes,0.6,1
Female,39,2,Self-Employed,126585,2203,747,2,9452,25893,190,Vehicle,8.16,1,9,27,No,0.16,1
Female,45,1,Employed,84661,3941,793,0,11635,20888,26,Home,8,0,2,23,Yes,0.93,1
Female,19,0,Employed,24347,4535,335,2,29281,7475,187,Personal,10.71,0,8,8,Yes,0.04,0
Female,31,2,Employed,115965,1570,733,2,22420,34246,167,Personal,12.62,0,8,26,No,0.02,1
Female,46,0,Self-Employed,137346,4645,778,2,25168,37188,170,Personal,3.5,0,6,7,Yes,0.53,1
Male,28,1,Unemployed,69371,2499,714,2,23249,20268,13,Personal,10.33,0,4,27,No,0.54,1
Female,43,0,Employed,118409,2951,736,2,8751,31567,224,Vehicle,8.21,0,0,5,No,0.58,1
Male,62,3,Self-Employed,50291,2682,581,2,12640,13701,185,Vehicle,11.2,0,8,10,No,0.94,0
Female,45,1,Employed,109715,1579,791,0,11566,20775,24,Vehicle,6.62,0,7,21,Yes,0.89,0
Male,52,1,Self-Employed,38148,4274,336,1,19166,11441,96,Vehicle,8.62,0,0,20,No,0.26,1
Male,26,3,Self-Employed,29114,2785,358,2,23371,11349,13,Education,8.92,0,4,23,No,0.78,0
Male,46,2,Unemployed,119712,1874,804,1,7345,35634,132,Education,11.12,0,8,15,No,0.9,1
Male,34,0,Employed,78235,1004,736,1,7182,22352,89,Home,5.06,0,4,7,Yes,0.63,1
Female,67,3,Employed,39988,2805,421,2,3152,14424,146,Vehicle,4.32,0,4,27,Yes,0.67,0
Female,40,2,Employed,27434,653,352,2,9758,5662,23,Home,10.59,0,3,13,Yes,0.39,0
Male,48,2,Employed,99468,2053,793,2,18699,24933,213,Home,14.2,0,9,5,No,0.63,1
Male,65,3,Employed,44853,2314,513,0,22874,15036,54,Home,12.82,0,5,23,Yes,0.53,0
Female,21,2,Self-Employed,38885,2374,426,0,21466,9823,120,Vehicle,7.86,0,7,6,No,0.82,1
Female,41,0,Employed,93296,2166,782,0,14882,25495,42,Personal,7.46,0,4,23,Yes,0.76,1
Male,40,3,Employed,90210,3806,816,0,18215,26757,217,Home,13.74,1,4,6,Yes,0.86,1
Female,41,1,Employed,36203,2366,558,1,11708,11835,31,Personal,5.68,0,4,10,No,0.6,0
Male,25,3,Employed,84143,523,836,2,13155,21782,212,Home,12.47,1,3,10,No,0.26,0
Female,29,0,Employed,80835,3534,701,0,25522,23353,19,Home,4.15,1,9,22,Yes,0.59,1
Female,26,3,Self-Employed,135295,836,818,2,4831,26795,164,Home,5.28,0,9,6,No,0.66,1
Male,32,2,Unemployed,116411,2987,717,0,1399,28560,164,Vehicle,13.77,0,4,14,Yes,0.43,1
Female,40,1,Self-Employed,83266,588,794,0,10071,21297,48,Education,7.49,1,2,8,No,0.71,1
Female,23,3,Self-Employed,52304,3860,571,2,4540,19956,70,Personal,7.49,1,2,27,No,0.81,0
Female,38,3,Self-Employed,87904,3731,776,2,12831,25623,189,Vehicle,10.4,0,6,17,Yes,0.33,1
Male,47,0,Employed,107018,2109,776,1,19389,20946,17,Education,11.12,0,2,15,No,0.4,1
Female,28,2,Employed,82832,1250,764,0,27292,23489,77,Education,4.12,0,9,26,No,0.15,1
Female,45,0,Employed,108123,3433,781,1,20423,23118,110,Vehicle,11.05,0,4,21,Yes,0.18,1
Female,49,2,Employed,118386,4820,823,1,27362,28310,111,Home,10.03,0,7,13,Yes,0.92,0
Female,46,0,Self-Employed,142001,680,781,2,14187,20118,12,Education,10.14,0,4,15,Yes,0.07,1
Female,32,1,Employed,99349,3890,727,1,2359,22414,154,Education,4.95,1,2,21,No,0.69,1
Male,44,3,Employed,108102,3018,725,2,2611,20055,68,Education,10.03,0,8,21,No,0.01,1
Female,38,2,Unemployed,142631,2352,763,0,4512,41618,62,Home,4.55,0,8,25,No,0.17,1
Female,28,0,Unemployed,144186,1432,757,0,2944,29599,68,Education,11.59,0,4,17,Yes,0.69,1
Male,63,2,Employed,61834,2111,435,1,17614,12061,45,Vehicle,7.98,0,3,6,Yes,0.02,0
Male,32,2,Employed,127412,2823,722,2,14208,26367,68,Personal,8.32,1,6,18,Yes,0.71,1
Male,43,2,Employed,101526,4275,820,2,7408,24117,126,Home,13.41,0,2,18,No,0.83,1
Female,47,2,Self-Employed,67097,4187,449,1,4852,12649,171,Home,7.92,0,0,8,Yes,0.36,0
Female,29,3,Self-Employed,83873,1274,761,0,15936,23295,194,Personal,13.41,0,2,24,Yes,0.49,1
Male,36,2,Employed,75460,2937,795,1,16168,20847,236,Personal,7.41,0,9,22,Yes,0.06,1
Male,27,0,Employed,76247,1038,771,0,6091,22664,32,Vehicle,10.98,0,6,11,No,0.42,1
Female,41,0,Self-Employed,97633,1093,811,1,21568,23964,130,Vehicle,5.76,0,9,14,No,0.82,1
Female,45,1,Employed,21652,3501,303,0,4440,7007,88,Home,11.86,0,7,18,Yes,0.7,1
Female,36,3,Self-Employed,67795,2765,320,0,2692,8147,185,Home,8.86,0,8,16,Yes,0.78,0
Male,30,0,Employed,78453,2361,760,1,24393,22492,182,Home,13.53,0,7,17,Yes,0.8,1
Female,46,3,Employed,89686,1573,704,0,3862,24391,76,Vehicle,4.93,0,8,15,No,0.88,1
Male,47,0,Self-Employed,95300,3129,718,2,639,20487,75,Personal,11.73,0,7,28,Yes,0.99,0
Male,36,1,Self-Employed,35011,2602,313,1,18977,10228,132,Vehicle,9.08,1,2,18,No,0.88,0
Male,30,3,Self-Employed,63982,2815,402,1,12770,16411,217,Vehicle,8.48,1,6,22,Yes,0.05,0
Female,33,2,Self-Employed,132354,4777,833,1,10714,38520,195,Home,10.89,0,5,27,Yes,0.87,1
Female,42,2,Unemployed,132524,4004,784,2,10623,34371,187,Personal,9.79,0,9,23,Yes,0.39,1
Male,38,1,Unemployed,137403,3223,731,2,7974,30608,176,Home,6.29,0,8,6,No,0.44,1
Male,32,2,Self-Employed,101869,1048,711,0,19174,23469,225,Education,9.02,0,3,19,Yes,0.19,1
Female,35,0,Employed,59470,2791,700,1,19113,20000,205,Vehicle,4.18,0,2,17,No,0.24,1
Male,42,0,Employed,89030,1423,700,0,14604,20594,147,Home,8.48,0,6,27,No,0.31,1
Male,42,0,Employed,116036,2884,747,2,7292,22624,203,Vehicle,9.67,0,5,21,No,0.16,1
Female,64,2,Self-Employed,50896,4362,525,1,17676,13728,24,Home,5.3,1,4,20,Yes,0.25,0
Female,23,1,Unemployed,44903,1304,572,2,22088,16767,189,Personal,6.13,0,1,24,No,0.09,1
Female,48,1,Self-Employed,105675,1300,755,1,28918,22417,214,Home,7.9,0,6,9,No,0.04,1
Male,41,3,Self-Employed,120850,1367,791,1,24722,35662,140,Vehicle,12.54,0,0,7,Yes,0.7,1
Male,46,2,Employed,53278,3665,432,2,13256,20655,218,Education,6.29,0,5,5,Yes,0.31,0
Female,48,1,Employed,72243,571,805,2,21269,20094,63,Home,7.38,0,6,26,No,0.98,1
Female,32,0,Self-Employed,111090,2100,724,2,6789,29928,160,Home,5.69,1,1,21,Yes,0.02,1
Male,44,0,Unemployed,133463,1578,762,2,10872,22104,186,Home,11.8,0,6,16,Yes,0,1
Male,40,3,Unemployed,109526,4611,737,0,20101,26368,42,Home,12.73,1,7,18,No,0.05,1
Female,46,0,Self-Employed,119834,4665,793,1,9103,22213,233,Home,10.61,0,4,17,No,0.69,1
Female,26,2,Employed,104579,1395,701,0,21080,21222,42,Personal,3.69,0,8,15,No,0.62,1
Female,25,2,Self-Employed,60908,3017,790,1,26394,20000,72,Vehicle,14.12,0,5,20,Yes,0.42,1
Female,37,1,Self-Employed,80415,1016,767,0,9633,21287,185,Home,11.7,1,0,5,No,0.63,1
Male,31,2,Employed,140332,1872,813,0,18912,21180,93,Home,5,0,1,11,Yes,0.44,1
Female,47,2,Unemployed,96782,4210,826,0,4735,22490,235,Vehicle,14.04,0,3,27,No,0.32,1
Male,68,2,Self-Employed,57117,2896,447,1,29377,19157,30,Home,4.48,0,1,14,Yes,0.17,0
Male,27,0,Employed,69715,1926,807,1,28401,20607,196,Home,12.58,0,9,27,No,0.53,0
Female,36,2,Employed,64080,1291,754,1,29517,20000,186,Education,6.02,0,9,23,No,0.29,1
Female,36,3,Employed,123603,2391,738,2,1126,26596,136,Home,9.08,1,3,22,Yes,0.24,1
Male,41,1,Self-Employed,105919,3645,747,2,8012,30644,216,Education,13.5,0,4,27,No,0.86,1
Male,41,0,Employed,52906,2130,802,0,23061,20000,173,Vehicle,5.98,0,8,20,Yes,0.26,1
Male,67,0,Employed,66280,4027,436,0,12372,5968,169,Personal,9.6,0,3,27,No,0.3,0
Male,27,2,Employed,108903,1055,789,1,9416,26239,231,Home,8.25,0,5,23,Yes,0.48,1
Female,44,0,Self-Employed,148039,2283,728,1,29840,44305,22,Personal,5.28,0,6,29,Yes,0.18,1
Female,64,3,Employed,23092,1039,434,2,18134,9030,78,Education,5.64,0,5,25,No,0.65,0
Male,26,0,Employed,123900,1487,717,1,11289,28555,60,Vehicle,9.86,1,5,6,Yes,0.09,1
Male,31,1,Employed,98798,4954,756,0,15102,22460,22,Home,11.76,0,4,27,Yes,0.78,1
Female,48,0,Employed,76306,3594,825,1,7834,22146,121,Home,5.09,1,9,20,No,0.33,1
Male,37,3,Unemployed,146042,1286,710,1,7471,42066,54,Home,10.96,0,4,14,Yes,0.32,1
Male,30,1,Self-Employed,33075,4585,409,2,21638,12535,41,Education,13.41,1,5,16,No,0.56,0
Male,43,1,Self-Employed,140285,2554,730,1,5029,28292,103,Home,4.81,0,6,17,Yes,0.85,1
Male,30,1,Employed,74114,1298,802,0,14522,20486,185,Vehicle,12.93,0,9,10,Yes,0.99,0
Male,59,3,Unemployed,29197,3250,514,0,25801,11386,134,Education,8.43,0,4,14,Yes,0.7,0
Male,32,2,Self-Employed,80617,3998,709,1,6209,21247,139,Personal,8.91,1,5,12,No,0.38,1
Female,46,1,Unemployed,130905,750,824,1,12236,28715,84,Vehicle,6.49,0,4,11,Yes,0.94,1
Male,34,3,Unemployed,129942,3267,764,0,12898,37155,49,Education,10.04,0,5,22,No,0.85,1
Male,30,2,Employed,60654,4289,760,0,28700,20000,78,Vehicle,12.87,0,1,15,No,0.52,0
Male,61,3,Self-Employed,63651,4835,346,0,15260,23698,93,Home,12.37,0,3,19,Yes,0.77,0
Male,18,0,Self-Employed,41060,2722,467,2,10773,9981,190,Home,4.26,0,8,6,No,0.56,0
Male,26,2,Unemployed,97711,1605,837,0,23290,21713,160,Home,12.19,1,2,6,Yes,0.39,1
Female,35,2,Unemployed,144625,532,831,0,4400,29234,183,Home,6.46,0,8,26,No,0.73,1
Female,27,3,Unemployed,107409,3595,725,0,1523,27299,45,Vehicle,3.66,1,3,26,Yes,0.84,1
Female,47,0,Unemployed,65167,2168,788,2,27140,20000,171,Personal,14.72,0,7,25,No,0.93,1
Male,25,2,Self-Employed,133586,4255,723,1,23219,31040,157,Home,10.8,1,5,18,Yes,0.85,1
Female,28,0,Employed,56764,1367,827,0,5827,20000,86,Home,9.44,0,1,18,Yes,0.95,0
Male,20,3,Self-Employed,33413,1846,520,1,25172,10081,128,Vehicle,9.19,1,6,5,No,0.19,0
Male,41,3,Employed,50367,3902,555,0,17901,9977,138,Education,14.59,0,0,10,Yes,0.79,0
Male,47,0,Employed,127377,2250,711,1,8207,22532,214,Personal,4.63,0,4,19,Yes,0.6,1
Female,41,2,Employed,98815,948,805,2,11071,29294,173,Home,7.48,0,3,21,No,0.64,1
Female,49,3,Employed,121937,1871,755,2,19976,24662,150,Home,4.13,0,9,21,Yes,0.59,0
Male,37,0,Self-Employed,47089,4333,487,1,28557,12575,166,Home,13.91,1,9,28,Yes,0.68,0
Female,56,0,Self-Employed,42310,1814,458,2,25378,12178,215,Home,11.55,0,8,7,No,0.78,1
Male,61,0,Employed,32867,3202,429,2,11221,6651,88,Home,8.5,0,2,8,No,0.4,0
Female,46,1,Employed,93833,3266,728,2,1697,26141,175,Personal,11.9,0,4,29,No,0.9,1
Male,43,2,Unemployed,145164,4085,823,1,11757,28262,177,Home,7.48,1,2,19,No,0.33,1
Female,30,1,Employed,74827,4707,818,2,3398,20706,45,Personal,4.7,0,1,25,No,0.67,1
Female,31,0,Employed,86458,3725,831,2,5076,25116,186,Home,8.17,1,8,13,No,0.52,1
Female,29,0,Unemployed,83035,2067,764,2,20162,22115,77,Vehicle,4.25,1,1,5,Yes,0.51,1
Female,28,2,Employed,54974,4852,795,2,7985,20000,118,Vehicle,11.98,0,2,11,No,0.52,1
Male,35,0,Unemployed,87619,4154,731,0,12721,25772,235,Home,14.44,1,6,19,Yes,0.65,1
Female,46,3,Self-Employed,50716,3241,720,0,5084,20000,218,Vehicle,7.71,1,2,20,No,1,1
Female,34,0,Employed,113676,4230,782,0,12548,31556,41,Personal,14.2,0,3,18,Yes,0.31,0
Female,48,0,Unemployed,116601,3745,841,0,17230,21279,66,Home,14.74,0,4,24,No,0.77,0
Male,47,2,Employed,132749,2179,716,1,7395,22317,42,Vehicle,11.91,0,7,18,Yes,0.67,1
Female,27,2,Self-Employed,99910,2421,702,0,18152,27315,223,Home,7.29,0,5,12,Yes,0.76,1
Female,42,1,Employed,131457,2254,752,1,1219,23996,179,Vehicle,7.32,0,9,25,No,0.62,1
Male,39,2,Employed,80554,2880,707,2,4800,23762,74,Home,11.49,0,3,18,No,0.93,1
Male,36,0,Self-Employed,100262,4302,790,2,26780,26459,237,Education,12.2,1,9,29,Yes,0.38,1
Male,42,0,Employed,67766,1738,596,0,5864,5393,93,Education,9.04,0,8,14,Yes,0.1,0
Male,40,3,Self-Employed,128379,4014,806,0,706,34728,170,Personal,4.46,0,5,15,Yes,0.06,1
Female,29,3,Employed,75617,2219,790,0,25712,20857,155,Personal,7.38,0,0,15,Yes,0.68,1
Female,34,0,Employed,139381,2951,702,0,22592,23719,139,Home,6.33,1,4,11,Yes,0.67,1
Male,28,2,Employed,34740,1880,560,2,20508,5806,13,Personal,9.36,0,6,9,Yes,0.93,0
Male,25,0,Employed,145310,4937,798,1,13960,29944,103,Home,5.45,1,0,23,Yes,0.73,1
